period,fueltypeid,fuelTypeDescription,generation,generation-units,year,month
2011-11-01,NUC,nuclear,64473.88,thousand megawatthours,2011,11
2011-11-01,NG,natural gas,75441.29818,thousand megawatthours,2011,11
2011-11-01,HYC,conventional hydroelectric,20680.52743,thousand megawatthours,2011,11
2011-11-01,COL,"coal, excluding waste coal",120446.556,thousand megawatthours,2011,11
2011-11-01,ALL,all fuels,304102.15444,thousand megawatthours,2011,11
2011-11-01,WND,wind,12438.55312,thousand megawatthours,2011,11
2011-10-01,ALL,all fuels,308698.50358,thousand megawatthours,2011,10
2011-10-01,WND,wind,10525.42896,thousand megawatthours,2011,10
2011-10-01,SUN,solar,158.85995,thousand megawatthours,2011,10
2011-10-01,NUC,nuclear,63336.97,thousand megawatthours,2011,10
2011-10-01,NG,natural gas,78819.20708,thousand megawatthours,2011,10
2011-10-01,HYC,conventional hydroelectric,19787.38961,thousand megawatthours,2011,10
2011-10-01,COL,"coal, excluding waste coal",125663.62115,thousand megawatthours,2011,10
2011-09-01,SUN,solar,185.71984,thousand megawatthours,2011,9
2011-09-01,NUC,nuclear,66848.854,thousand megawatthours,2011,9
2011-09-01,NG,natural gas,91739.07009,thousand megawatthours,2011,9
2011-09-01,HYC,conventional hydroelectric,21377.59172,thousand megawatthours,2011,9
2011-09-01,COL,"coal, excluding waste coal",139910.22604,thousand megawatthours,2011,9
2011-09-01,ALL,all fuels,337931.3176,thousand megawatthours,2011,9
2011-09-01,WND,wind,6869.0293,thousand megawatthours,2011,9
2011-08-01,ALL,all fuels,406511.31471,thousand megawatthours,2011,8
2011-08-01,WND,wind,7473.59402,thousand megawatthours,2011,8
2011-08-01,SUN,solar,229.16273,thousand megawatthours,2011,8
2011-08-01,NUC,nuclear,71338.566,thousand megawatthours,2011,8
2011-08-01,NG,natural gas,119855.79257,thousand megawatthours,2011,8
2011-08-01,HYC,conventional hydroelectric,25763.57824,thousand megawatthours,2011,8
2011-08-01,COL,"coal, excluding waste coal",170195.53361,thousand megawatthours,2011,8
2011-07-01,SUN,solar,191.10153,thousand megawatthours,2011,7
2011-07-01,NUC,nuclear,72344.85,thousand megawatthours,2011,7
2011-07-01,NG,natural gas,119623.59113,thousand megawatthours,2011,7
2011-07-01,HYC,conventional hydroelectric,31284.63456,thousand megawatthours,2011,7
2011-07-01,COL,"coal, excluding waste coal",175481.2279,thousand megawatthours,2011,7
2011-07-01,ALL,all fuels,418692.75464,thousand megawatthours,2011,7
2011-07-01,WND,wind,7488.62905,thousand megawatthours,2011,7
2011-06-01,SUN,solar,222.77309,thousand megawatthours,2011,6
2011-06-01,ALL,all fuels,367727.015,thousand megawatthours,2011,6
2011-06-01,COL,"coal, excluding waste coal",156996.48067,thousand megawatthours,2011,6
2011-06-01,NUC,nuclear,65270.134,thousand megawatthours,2011,6
2011-06-01,NG,natural gas,90691.11156,thousand megawatthours,2011,6
2011-06-01,HYC,conventional hydroelectric,32151.21433,thousand megawatthours,2011,6
2011-06-01,WND,wind,10985.06912,thousand megawatthours,2011,6
2011-05-01,ALL,all fuels,323628.23805,thousand megawatthours,2011,5
2011-05-01,WND,wind,11772.16075,thousand megawatthours,2011,5
2011-05-01,SUN,solar,190.66911,thousand megawatthours,2011,5
2011-05-01,NUC,nuclear,57012.914,thousand megawatthours,2011,5
2011-05-01,NG,natural gas,75242.79679,thousand megawatthours,2011,5
2011-05-01,HYC,conventional hydroelectric,32586.92609,thousand megawatthours,2011,5
2011-05-01,COL,"coal, excluding waste coal",136306.66536,thousand megawatthours,2011,5
2011-04-01,ALL,all fuels,302400.72444,thousand megawatthours,2011,4
2011-04-01,WND,wind,12421.65683,thousand megawatthours,2011,4
2011-04-01,SUN,solar,164.00623,thousand megawatthours,2011,4
2011-04-01,NUC,nuclear,54547.338,thousand megawatthours,2011,4
2011-04-01,NG,natural gas,70028.99891,thousand megawatthours,2011,4
2011-04-01,HYC,conventional hydroelectric,31194.3065,thousand megawatthours,2011,4
2011-04-01,COL,"coal, excluding waste coal",123606.11702,thousand megawatthours,2011,4
2011-03-01,NG,natural gas,65947.12043,thousand megawatthours,2011,3
2011-03-01,HYC,conventional hydroelectric,31134.47075,thousand megawatthours,2011,3
2011-03-01,COL,"coal, excluding waste coal",133828.04471,thousand megawatthours,2011,3
2011-03-01,ALL,all fuels,318709.9409,thousand megawatthours,2011,3
2011-03-01,WND,wind,10544.64605,thousand megawatthours,2011,3
2011-03-01,SUN,solar,122.29961,thousand megawatthours,2011,3
2011-03-01,NUC,nuclear,65661.598,thousand megawatthours,2011,3
2011-02-01,COL,"coal, excluding waste coal",137346.09385,thousand megawatthours,2011,2
2011-02-01,ALL,all fuels,313126.60705,thousand megawatthours,2011,2
2011-02-01,WND,wind,10451.5619,thousand megawatthours,2011,2
2011-02-01,SUN,solar,85.29854,thousand megawatthours,2011,2
2011-02-01,NUC,nuclear,64789.078,thousand megawatthours,2011,2
2011-02-01,NG,natural gas,65923.98289,thousand megawatthours,2011,2
2011-02-01,HYC,conventional hydroelectric,24131.22605,thousand megawatthours,2011,2
2011-01-01,ALL,all fuels,362871.89295,thousand megawatthours,2011,1
2011-01-01,WND,wind,8550.4948,thousand megawatthours,2011,1
2011-01-01,SUN,solar,39.78157,thousand megawatthours,2011,1
2011-01-01,NUC,nuclear,72742.813,thousand megawatthours,2011,1
2011-01-01,NG,natural gas,74254.33381,thousand megawatthours,2011,1
2011-01-01,HYC,conventional hydroelectric,25531.09446,thousand megawatthours,2011,1
2011-01-01,COL,"coal, excluding waste coal",169718.00408,thousand megawatthours,2011,1
2010-12-01,ALL,all fuels,362119.08129,thousand megawatthours,2010,12
2010-12-01,WND,wind,9059.29736,thousand megawatthours,2010,12
2010-12-01,SUN,solar,44.40122,thousand megawatthours,2010,12
2010-12-01,NUC,nuclear,73683.304,thousand megawatthours,2010,12
2010-12-01,NG,natural gas,77573.32016,thousand megawatthours,2010,12
2010-12-01,HYC,conventional hydroelectric,23169.07145,thousand megawatthours,2010,12
2010-12-01,COL,"coal, excluding waste coal",166140.25988,thousand megawatthours,2010,12
2010-11-01,COL,"coal, excluding waste coal",134173.63464,thousand megawatthours,2010,11
2010-11-01,NUC,nuclear,62655.206,thousand megawatthours,2010,11
2010-11-01,WND,wind,9747.6191,thousand megawatthours,2010,11
2010-11-01,SUN,solar,76.79539,thousand megawatthours,2010,11
2010-11-01,ALL,all fuels,306009.62912,thousand megawatthours,2010,11
2010-11-01,NG,natural gas,69226.55984,thousand megawatthours,2010,11
2010-11-01,HYC,conventional hydroelectric,19561.55003,thousand megawatthours,2010,11
2010-10-01,COL,"coal, excluding waste coal",131359.79727,thousand megawatthours,2010,10
2010-10-01,WND,wind,7943.80761,thousand megawatthours,2010,10
2010-10-01,SUN,solar,75.43584,thousand megawatthours,2010,10
2010-10-01,NUC,nuclear,62750.833,thousand megawatthours,2010,10
2010-10-01,NG,natural gas,77738.33651,thousand megawatthours,2010,10
2010-10-01,HYC,conventional hydroelectric,17682.97635,thousand megawatthours,2010,10
2010-10-01,ALL,all fuels,307920.69056,thousand megawatthours,2010,10
2010-09-01,ALL,all fuels,346045.17182,thousand megawatthours,2010,9
2010-09-01,WND,wind,7105.5022,thousand megawatthours,2010,9
2010-09-01,SUN,solar,137.58114,thousand megawatthours,2010,9
2010-09-01,NUC,nuclear,69371.195,thousand megawatthours,2010,9
2010-09-01,NG,natural gas,93004.17649,thousand megawatthours,2010,9
2010-09-01,HYC,conventional hydroelectric,17265.20646,thousand megawatthours,2010,9
2010-09-01,COL,"coal, excluding waste coal",147704.15026,thousand megawatthours,2010,9
2010-08-01,SUN,solar,156.39274,thousand megawatthours,2010,8
2010-08-01,NUC,nuclear,71574.103,thousand megawatthours,2010,8
2010-08-01,NG,natural gas,121151.26856,thousand megawatthours,2010,8
2010-08-01,HYC,conventional hydroelectric,20119.23218,thousand megawatthours,2010,8
2010-08-01,COL,"coal, excluding waste coal",176545.72646,thousand megawatthours,2010,8
2010-08-01,ALL,all fuels,408884.15537,thousand megawatthours,2010,8
2010-08-01,WND,wind,6685.85505,thousand megawatthours,2010,8
2010-07-01,WND,wind,6723.89118,thousand megawatthours,2010,7
2010-07-01,HYC,conventional hydroelectric,24516.76133,thousand megawatthours,2010,7
2010-07-01,COL,"coal, excluding waste coal",178389.96867,thousand megawatthours,2010,7
2010-07-01,ALL,all fuels,409725.44035,thousand megawatthours,2010,7
2010-07-01,SUN,solar,161.38151,thousand megawatthours,2010,7
2010-07-01,NUC,nuclear,71913.468,thousand megawatthours,2010,7
2010-07-01,NG,natural gas,114624.20192,thousand megawatthours,2010,7
2010-06-01,SUN,solar,176.0529,thousand megawatthours,2010,6
2010-06-01,COL,"coal, excluding waste coal",164321.16189,thousand megawatthours,2010,6
2010-06-01,ALL,all fuels,375759.47838,thousand megawatthours,2010,6
2010-06-01,NUC,nuclear,68301.32156,thousand megawatthours,2010,6
2010-06-01,NG,natural gas,92268.43063,thousand megawatthours,2010,6
2010-06-01,HYC,conventional hydroelectric,29853.82693,thousand megawatthours,2010,6
2010-06-01,WND,wind,8049.02142,thousand megawatthours,2010,6
2010-05-01,WND,wind,8697.52487,thousand megawatthours,2010,5
2010-05-01,HYC,conventional hydroelectric,25079.21697,thousand megawatthours,2010,5
2010-05-01,COL,"coal, excluding waste coal",142180.20958,thousand megawatthours,2010,5
2010-05-01,ALL,all fuels,327936.49155,thousand megawatthours,2010,5
2010-05-01,NUC,nuclear,66658.365,thousand megawatthours,2010,5
2010-05-01,NG,natural gas,73665.43824,thousand megawatthours,2010,5
2010-05-01,SUN,solar,153.17199,thousand megawatthours,2010,5
2010-04-01,WND,wind,9764.45598,thousand megawatthours,2010,4
2010-04-01,COL,"coal, excluding waste coal",125924.57402,thousand megawatthours,2010,4
2010-04-01,ALL,all fuels,287800.22656,thousand megawatthours,2010,4
2010-04-01,NUC,nuclear,57611.073,thousand megawatthours,2010,4
2010-04-01,NG,natural gas,64644.025,thousand megawatthours,2010,4
2010-04-01,HYC,conventional hydroelectric,19096.66257,thousand megawatthours,2010,4
2010-04-01,SUN,solar,112.2794,thousand megawatthours,2010,4
2010-03-01,ALL,all fuels,312167.64032,thousand megawatthours,2010,3
2010-03-01,WND,wind,8589.07682,thousand megawatthours,2010,3
2010-03-01,SUN,solar,75.9992,thousand megawatthours,2010,3
2010-03-01,NUC,nuclear,64634.721,thousand megawatthours,2010,3
2010-03-01,NG,natural gas,63430.66033,thousand megawatthours,2010,3
2010-03-01,HYC,conventional hydroelectric,20885.6628,thousand megawatthours,2010,3
2010-03-01,COL,"coal, excluding waste coal",143285.89309,thousand megawatthours,2010,3
2010-02-01,WND,wind,5431.85793,thousand megawatthours,2010,2
2010-02-01,ALL,all fuels,319734.72667,thousand megawatthours,2010,2
2010-02-01,HYC,conventional hydroelectric,20589.82989,thousand megawatthours,2010,2
2010-02-01,COL,"coal, excluding waste coal",152191.27038,thousand megawatthours,2010,2
2010-02-01,NUC,nuclear,65245.37,thousand megawatthours,2010,2
2010-02-01,NG,natural gas,66198.08,thousand megawatthours,2010,2
2010-02-01,SUN,solar,32.82389,thousand megawatthours,2010,2
2010-01-01,HYC,conventional hydroelectric,22383.07243,thousand megawatthours,2010,1
2010-01-01,NUC,nuclear,72569.341,thousand megawatthours,2010,1
2010-01-01,NG,natural gas,74172.73601,thousand megawatthours,2010,1
2010-01-01,WND,wind,6854.33658,thousand megawatthours,2010,1
2010-01-01,SUN,solar,9.86635,thousand megawatthours,2010,1
2010-01-01,ALL,all fuels,360957.16695,thousand megawatthours,2010,1
2010-01-01,COL,"coal, excluding waste coal",172155.71342,thousand megawatthours,2010,1
2009-12-01,COL,"coal, excluding waste coal",165208.84858,thousand megawatthours,2009,12
2009-12-01,NG,natural gas,71589.60705,thousand megawatthours,2009,12
2009-12-01,HYC,conventional hydroelectric,24729.80834,thousand megawatthours,2009,12
2009-12-01,ALL,all fuels,350507.29527,thousand megawatthours,2009,12
2009-12-01,WND,wind,6906.05833,thousand megawatthours,2009,12
2009-12-01,SUN,solar,21.20887,thousand megawatthours,2009,12
2009-12-01,NUC,nuclear,70710.218,thousand megawatthours,2009,12
2009-11-01,COL,"coal, excluding waste coal",135676.26404,thousand megawatthours,2009,11
2009-11-01,ALL,all fuels,296634.66996,thousand megawatthours,2009,11
2009-11-01,NUC,nuclear,59069.208,thousand megawatthours,2009,11
2009-11-01,NG,natural gas,63285.13196,thousand megawatthours,2009,11
2009-11-01,WND,wind,6875.18302,thousand megawatthours,2009,11
2009-11-01,SUN,solar,40.40246,thousand megawatthours,2009,11
2009-11-01,HYC,conventional hydroelectric,21007.70089,thousand megawatthours,2009,11
2009-10-01,ALL,all fuels,307040.34065,thousand megawatthours,2009,10
2009-10-01,NG,natural gas,72602.72548,thousand megawatthours,2009,10
2009-10-01,COL,"coal, excluding waste coal",138830.21504,thousand megawatthours,2009,10
2009-10-01,WND,wind,6813.62592,thousand megawatthours,2009,10
2009-10-01,SUN,solar,68.10109,thousand megawatthours,2009,10
2009-10-01,NUC,nuclear,58020.927,thousand megawatthours,2009,10
2009-10-01,HYC,conventional hydroelectric,19691.06826,thousand megawatthours,2009,10
2009-09-01,ALL,all fuels,327400.61189,thousand megawatthours,2009,9
2009-09-01,NG,natural gas,92126.61784,thousand megawatthours,2009,9
2009-09-01,WND,wind,4650.70788,thousand megawatthours,2009,9
2009-09-01,SUN,solar,94.99416,thousand megawatthours,2009,9
2009-09-01,NUC,nuclear,65751.794,thousand megawatthours,2009,9
2009-09-01,HYC,conventional hydroelectric,17358.71392,thousand megawatthours,2009,9
2009-09-01,COL,"coal, excluding waste coal",136043.01791,thousand megawatthours,2009,9
2009-08-01,ALL,all fuels,381221.41693,thousand megawatthours,2009,8
2009-08-01,NUC,nuclear,72244.597,thousand megawatthours,2009,8
2009-08-01,NG,natural gas,109239.55406,thousand megawatthours,2009,8
2009-08-01,COL,"coal, excluding waste coal",162109.88251,thousand megawatthours,2009,8
2009-08-01,WND,wind,5464.47362,thousand megawatthours,2009,8
2009-08-01,SUN,solar,116.29051,thousand megawatthours,2009,8
2009-08-01,HYC,conventional hydroelectric,19580.41655,thousand megawatthours,2009,8
2009-07-01,NUC,nuclear,72948.979,thousand megawatthours,2009,7
2009-07-01,NG,natural gas,101893.83251,thousand megawatthours,2009,7
2009-07-01,COL,"coal, excluding waste coal",157027.25473,thousand megawatthours,2009,7
2009-07-01,ALL,all fuels,372542.22554,thousand megawatthours,2009,7
2009-07-01,HYC,conventional hydroelectric,23384.74817,thousand megawatthours,2009,7
2009-07-01,WND,wind,4954.94132,thousand megawatthours,2009,7
2009-07-01,SUN,solar,121.18827,thousand megawatthours,2009,7
2009-06-01,ALL,all fuels,347658.24126,thousand megawatthours,2009,6
2009-06-01,WND,wind,5599.42191,thousand megawatthours,2009,6
2009-06-01,SUN,solar,103.41256,thousand megawatthours,2009,6
2009-06-01,NUC,nuclear,69734.736,thousand megawatthours,2009,6
2009-06-01,NG,natural gas,84205.18154,thousand megawatthours,2009,6
2009-06-01,COL,"coal, excluding waste coal",147009.24058,thousand megawatthours,2009,6
2009-06-01,HYC,conventional hydroelectric,29233.39456,thousand megawatthours,2009,6
2009-05-01,COL,"coal, excluding waste coal",130669.32109,thousand megawatthours,2009,5
2009-05-01,SUN,solar,110.42463,thousand megawatthours,2009,5
2009-05-01,NUC,nuclear,65395.452,thousand megawatthours,2009,5
2009-05-01,NG,natural gas,68145.64662,thousand megawatthours,2009,5
2009-05-01,HYC,conventional hydroelectric,29559.65512,thousand megawatthours,2009,5
2009-05-01,ALL,all fuels,311305.87215,thousand megawatthours,2009,5
2009-05-01,WND,wind,6261.9611,thousand megawatthours,2009,5
2009-04-01,WND,wind,7457.69602,thousand megawatthours,2009,4
2009-04-01,NUC,nuclear,59408.407,thousand megawatthours,2009,4
2009-04-01,HYC,conventional hydroelectric,25769.8074,thousand megawatthours,2009,4
2009-04-01,ALL,all fuels,289537.25513,thousand megawatthours,2009,4
2009-04-01,COL,"coal, excluding waste coal",124958.37452,thousand megawatthours,2009,4
2009-04-01,NG,natural gas,61158.67362,thousand megawatthours,2009,4
2009-04-01,SUN,solar,99.41608,thousand megawatthours,2009,4
2009-03-01,ALL,all fuels,310602.96381,thousand megawatthours,2009,3
2009-03-01,WND,wind,7099.06292,thousand megawatthours,2009,3
2009-03-01,SUN,solar,78.10689,thousand megawatthours,2009,3
2009-03-01,HYC,conventional hydroelectric,21827.45353,thousand megawatthours,2009,3
2009-03-01,NUC,nuclear,67240.567,thousand megawatthours,2009,3
2009-03-01,NG,natural gas,68202.74331,thousand megawatthours,2009,3
2009-03-01,COL,"coal, excluding waste coal",134482.16902,thousand megawatthours,2009,3
2009-02-01,ALL,all fuels,300887.39769,thousand megawatthours,2009,2
2009-02-01,WND,wind,5852.17501,thousand megawatthours,2009,2
2009-02-01,NUC,nuclear,64227.211,thousand megawatthours,2009,2
2009-02-01,NG,natural gas,62138.85332,thousand megawatthours,2009,2
2009-02-01,HYC,conventional hydroelectric,17812.03175,thousand megawatthours,2009,2
2009-02-01,SUN,solar,30.44374,thousand megawatthours,2009,2
2009-02-01,COL,"coal, excluding waste coal",140032.51217,thousand megawatthours,2009,2
2009-01-01,WND,wind,5950.82465,thousand megawatthours,2009,1
2009-01-01,NUC,nuclear,74102.489,thousand megawatthours,2009,1
2009-01-01,NG,natural gas,66390.11321,thousand megawatthours,2009,1
2009-01-01,HYC,conventional hydroelectric,23490.29569,thousand megawatthours,2009,1
2009-01-01,SUN,solar,7.19014,thousand megawatthours,2009,1
2009-01-01,COL,"coal, excluding waste coal",170720.93168,thousand megawatthours,2009,1
2009-01-01,ALL,all fuels,354992.63621,thousand megawatthours,2009,1
2008-12-01,HYC,conventional hydroelectric,20861.49062,thousand megawatthours,2008,12
2008-12-01,SUN,solar,18.68738,thousand megawatthours,2008,12
2008-12-01,COL,"coal, excluding waste coal",166541.30874,thousand megawatthours,2008,12
2008-12-01,ALL,all fuels,343898.25447,thousand megawatthours,2008,12
2008-12-01,WND,wind,6615.89854,thousand megawatthours,2008,12
2008-12-01,NUC,nuclear,72931.328,thousand megawatthours,2008,12
2008-12-01,NG,natural gas,64363.64603,thousand megawatthours,2008,12
2008-11-01,NG,natural gas,61454.19852,thousand megawatthours,2008,11
2008-11-01,WND,wind,4993.64564,thousand megawatthours,2008,11
2008-11-01,SUN,solar,28.8477,thousand megawatthours,2008,11
2008-11-01,NUC,nuclear,63408.145,thousand megawatthours,2008,11
2008-11-01,HYC,conventional hydroelectric,15667.93401,thousand megawatthours,2008,11
2008-11-01,COL,"coal, excluding waste coal",153153.0076,thousand megawatthours,2008,11
2008-11-01,ALL,all fuels,310046.2412,thousand megawatthours,2008,11
2008-10-01,HYC,conventional hydroelectric,15469.94246,thousand megawatthours,2008,10
2008-10-01,WND,wind,4756.40094,thousand megawatthours,2008,10
2008-10-01,SUN,solar,60.24348,thousand megawatthours,2008,10
2008-10-01,COL,"coal, excluding waste coal",150715.58835,thousand megawatthours,2008,10
2008-10-01,ALL,all fuels,318547.34311,thousand megawatthours,2008,10
2008-10-01,NUC,nuclear,62820.353,thousand megawatthours,2008,10
2008-10-01,NG,natural gas,73283.33855,thousand megawatthours,2008,10
2008-09-01,COL,"coal, excluding waste coal",160204.30251,thousand megawatthours,2008,9
2008-09-01,WND,wind,3111.45182,thousand megawatthours,2008,9
2008-09-01,SUN,solar,92.59686,thousand megawatthours,2008,9
2008-09-01,NUC,nuclear,67053.867,thousand megawatthours,2008,9
2008-09-01,NG,natural gas,79136.02998,thousand megawatthours,2008,9
2008-09-01,HYC,conventional hydroelectric,16178.19232,thousand megawatthours,2008,9
2008-09-01,ALL,all fuels,338056.12999,thousand megawatthours,2008,9
2008-08-01,WND,wind,3264.40615,thousand megawatthours,2008,8
2008-08-01,NG,natural gas,99673.49348,thousand megawatthours,2008,8
2008-08-01,COL,"coal, excluding waste coal",179415.64922,thousand megawatthours,2008,8
2008-08-01,SUN,solar,105.28212,thousand megawatthours,2008,8
2008-08-01,NUC,nuclear,72617.066,thousand megawatthours,2008,8
2008-08-01,HYC,conventional hydroelectric,21229.2774,thousand megawatthours,2008,8
2008-08-01,ALL,all fuels,388986.71877,thousand megawatthours,2008,8
2008-07-01,COL,"coal, excluding waste coal",185508.15246,thousand megawatthours,2008,7
2008-07-01,HYC,conventional hydroelectric,25555.08636,thousand megawatthours,2008,7
2008-07-01,WND,wind,4008.40059,thousand megawatthours,2008,7
2008-07-01,SUN,solar,110.87812,thousand megawatthours,2008,7
2008-07-01,ALL,all fuels,402900.33624,thousand megawatthours,2008,7
2008-07-01,NUC,nuclear,74318.27,thousand megawatthours,2008,7
2008-07-01,NG,natural gas,100320.87805,thousand megawatthours,2008,7
2008-06-01,NUC,nuclear,70319.366,thousand megawatthours,2008,6
2008-06-01,WND,wind,5140.3764,thousand megawatthours,2008,6
2008-06-01,SUN,solar,128.16363,thousand megawatthours,2008,6
2008-06-01,HYC,conventional hydroelectric,29177.42712,thousand megawatthours,2008,6
2008-06-01,ALL,all fuels,373109.02691,thousand megawatthours,2008,6
2008-06-01,NG,natural gas,84619.97663,thousand megawatthours,2008,6
2008-06-01,COL,"coal, excluding waste coal",169905.92829,thousand megawatthours,2008,6
2008-05-01,NG,natural gas,62270.44712,thousand megawatthours,2008,5
2008-05-01,NUC,nuclear,64825.901,thousand megawatthours,2008,5
2008-05-01,HYC,conventional hydroelectric,27221.14742,thousand megawatthours,2008,5
2008-05-01,COL,"coal, excluding waste coal",153790.15463,thousand megawatthours,2008,5
2008-05-01,ALL,all fuels,325244.80192,thousand megawatthours,2008,5
2008-05-01,WND,wind,5340.28392,thousand megawatthours,2008,5
2008-05-01,SUN,solar,98.74413,thousand megawatthours,2008,5
2008-04-01,NG,natural gas,63046.09796,thousand megawatthours,2008,4
2008-04-01,WND,wind,5225.28203,thousand megawatthours,2008,4
2008-04-01,SUN,solar,94.14084,thousand megawatthours,2008,4
2008-04-01,HYC,conventional hydroelectric,22233.93205,thousand megawatthours,2008,4
2008-04-01,COL,"coal, excluding waste coal",145962.73767,thousand megawatthours,2008,4
2008-04-01,ALL,all fuels,305865.03122,thousand megawatthours,2008,4
2008-04-01,NUC,nuclear,57332.716,thousand megawatthours,2008,4
2008-03-01,NUC,nuclear,64716.468,thousand megawatthours,2008,3
2008-03-01,COL,"coal, excluding waste coal",159806.26698,thousand megawatthours,2008,3
2008-03-01,ALL,all fuels,324629.84959,thousand megawatthours,2008,3
2008-03-01,NG,natural gas,62170.57985,thousand megawatthours,2008,3
2008-03-01,HYC,conventional hydroelectric,21668.93847,thousand megawatthours,2008,3
2008-03-01,WND,wind,4782.01995,thousand megawatthours,2008,3
2008-03-01,SUN,solar,74.59967,thousand megawatthours,2008,3
2008-02-01,NUC,nuclear,65130.385,thousand megawatthours,2008,2
2008-02-01,WND,wind,3851.7487,thousand megawatthours,2008,2
2008-02-01,SUN,solar,35.8416,thousand megawatthours,2008,2
2008-02-01,NG,natural gas,60042.0118,thousand megawatthours,2008,2
2008-02-01,COL,"coal, excluding waste coal",165543.8068,thousand megawatthours,2008,2
2008-02-01,ALL,all fuels,325105.5971,thousand megawatthours,2008,2
2008-02-01,HYC,conventional hydroelectric,18788.8861,thousand megawatthours,2008,2
2008-01-01,ALL,all fuels,362998.42904,thousand megawatthours,2008,1
2008-01-01,HYC,conventional hydroelectric,20779.13078,thousand megawatthours,2008,1
2008-01-01,WND,wind,4273.1854,thousand megawatthours,2008,1
2008-01-01,SUN,solar,16.28927,thousand megawatthours,2008,1
2008-01-01,NUC,nuclear,70734.57,thousand megawatthours,2008,1
2008-01-01,NG,natural gas,72599.9011,thousand megawatthours,2008,1
2008-01-01,COL,"coal, excluding waste coal",181621.8177,thousand megawatthours,2008,1
2007-12-01,ALL,all fuels,346290.33052,thousand megawatthours,2007,12
2007-12-01,NUC,nuclear,71982.726,thousand megawatthours,2007,12
2007-12-01,NG,natural gas,66807.82797,thousand megawatthours,2007,12
2007-12-01,COL,"coal, excluding waste coal",172628.38291,thousand megawatthours,2007,12
2007-12-01,WND,wind,3490.23188,thousand megawatthours,2007,12
2007-12-01,SUN,solar,5.40157,thousand megawatthours,2007,12
2007-12-01,HYC,conventional hydroelectric,18341.67452,thousand megawatthours,2007,12
2007-11-01,SUN,solar,24.30171,thousand megawatthours,2007,11
2007-11-01,HYC,conventional hydroelectric,15682.053,thousand megawatthours,2007,11
2007-11-01,WND,wind,3095.03643,thousand megawatthours,2007,11
2007-11-01,COL,"coal, excluding waste coal",158201.28089,thousand megawatthours,2007,11
2007-11-01,ALL,all fuels,314102.5426,thousand megawatthours,2007,11
2007-11-01,NUC,nuclear,64899.278,thousand megawatthours,2007,11
2007-11-01,NG,natural gas,60636.79925,thousand megawatthours,2007,11
2007-10-01,NG,natural gas,78358.02381,thousand megawatthours,2007,10
2007-10-01,NUC,nuclear,61689.542,thousand megawatthours,2007,10
2007-10-01,HYC,conventional hydroelectric,14796.43375,thousand megawatthours,2007,10
2007-10-01,COL,"coal, excluding waste coal",161062.15039,thousand megawatthours,2007,10
2007-10-01,ALL,all fuels,332615.41638,thousand megawatthours,2007,10
2007-10-01,WND,wind,3376.54028,thousand megawatthours,2007,10
2007-10-01,SUN,solar,49.23269,thousand megawatthours,2007,10
2007-09-01,COL,"coal, excluding waste coal",168258.2724,thousand megawatthours,2007,9
2007-09-01,WND,wind,2866.72155,thousand megawatthours,2007,9
2007-09-01,SUN,solar,68.21225,thousand megawatthours,2007,9
2007-09-01,HYC,conventional hydroelectric,14742.53418,thousand megawatthours,2007,9
2007-09-01,ALL,all fuels,355393.91186,thousand megawatthours,2007,9
2007-09-01,NUC,nuclear,67578.578,thousand megawatthours,2007,9
2007-09-01,NG,natural gas,88531.61471,thousand megawatthours,2007,9
2007-08-01,HYC,conventional hydroelectric,19940.55104,thousand megawatthours,2007,8
2007-08-01,SUN,solar,75.16342,thousand megawatthours,2007,8
2007-08-01,WND,wind,2699.36469,thousand megawatthours,2007,8
2007-08-01,COL,"coal, excluding waste coal",188906.82252,thousand megawatthours,2007,8
2007-08-01,ALL,all fuels,421796.65927,thousand megawatthours,2007,8
2007-08-01,NUC,nuclear,72750.91,thousand megawatthours,2007,8
2007-08-01,NG,natural gas,121338.42663,thousand megawatthours,2007,8
2007-07-01,ALL,all fuels,393226.43225,thousand megawatthours,2007,7
2007-07-01,WND,wind,2158.37244,thousand megawatthours,2007,7
2007-07-01,SUN,solar,85.79293,thousand megawatthours,2007,7
2007-07-01,NUC,nuclear,72738.535,thousand megawatthours,2007,7
2007-07-01,NG,natural gas,97482.67572,thousand megawatthours,2007,7
2007-07-01,HYC,conventional hydroelectric,22477.76053,thousand megawatthours,2007,7
2007-07-01,COL,"coal, excluding waste coal",183844.10562,thousand megawatthours,2007,7
2007-06-01,SUN,solar,84.45828,thousand megawatthours,2007,6
2007-06-01,COL,"coal, excluding waste coal",172332.91644,thousand megawatthours,2007,6
2007-06-01,NUC,nuclear,68923.074,thousand megawatthours,2007,6
2007-06-01,NG,natural gas,81511.45079,thousand megawatthours,2007,6
2007-06-01,HYC,conventional hydroelectric,22816.60812,thousand megawatthours,2007,6
2007-06-01,ALL,all fuels,362754.87722,thousand megawatthours,2007,6
2007-06-01,WND,wind,2620.41645,thousand megawatthours,2007,6
2007-05-01,COL,"coal, excluding waste coal",156551.35356,thousand megawatthours,2007,5
2007-05-01,WND,wind,2952.34063,thousand megawatthours,2007,5
2007-05-01,SUN,solar,84.19176,thousand megawatthours,2007,5
2007-05-01,NUC,nuclear,65024.555,thousand megawatthours,2007,5
2007-05-01,NG,natural gas,66469.7005,thousand megawatthours,2007,5
2007-05-01,ALL,all fuels,330202.75802,thousand megawatthours,2007,5
