period,fueltypeid,fuelTypeDescription,generation,generation-units,year,month
2020-12-01,ALL,all fuels,344346.09465,thousand megawatthours,2020,12
2020-12-01,WND,wind,32010.64517,thousand megawatthours,2020,12
2020-12-01,SUN,solar,5091.42256,thousand megawatthours,2020,12
2020-12-01,NUC,nuclear,69870.978,thousand megawatthours,2020,12
2020-12-01,NG,natural gas,127685.13509,thousand megawatthours,2020,12
2020-12-01,HYC,conventional hydroelectric,21507.84718,thousand megawatthours,2020,12
2020-12-01,COL,"coal, excluding waste coal",77978.82589,thousand megawatthours,2020,12
2020-11-01,SUN,solar,5766.51939,thousand megawatthours,2020,11
2020-11-01,NUC,nuclear,61759.977,thousand megawatthours,2020,11
2020-11-01,NG,natural gas,109657.92447,thousand megawatthours,2020,11
2020-11-01,HYC,conventional hydroelectric,20892.65917,thousand megawatthours,2020,11
2020-11-01,COL,"coal, excluding waste coal",60759.31027,thousand megawatthours,2020,11
2020-11-01,ALL,all fuels,301250.18091,thousand megawatthours,2020,11
2020-11-01,WND,wind,33129.4051,thousand megawatthours,2020,11
2020-10-01,ALL,all fuels,313531.27121,thousand megawatthours,2020,10
2020-10-01,NUC,nuclear,59362.465,thousand megawatthours,2020,10
2020-10-01,NG,natural gas,131241.61631,thousand megawatthours,2020,10
2020-10-01,HYC,conventional hydroelectric,18810.4061,thousand megawatthours,2020,10
2020-10-01,COL,"coal, excluding waste coal",59249.1088,thousand megawatthours,2020,10
2020-10-01,WND,wind,28822.66268,thousand megawatthours,2020,10
2020-10-01,SUN,solar,7085.18487,thousand megawatthours,2020,10
2020-09-01,ALL,all fuels,333258.04764,thousand megawatthours,2020,9
2020-09-01,WND,wind,23185.97755,thousand megawatthours,2020,9
2020-09-01,SUN,solar,7732.32157,thousand megawatthours,2020,9
2020-09-01,NUC,nuclear,65727.317,thousand megawatthours,2020,9
2020-09-01,NG,natural gas,141163.7049,thousand megawatthours,2020,9
2020-09-01,HYC,conventional hydroelectric,18678.80991,thousand megawatthours,2020,9
2020-09-01,COL,"coal, excluding waste coal",67877.65745,thousand megawatthours,2020,9
2020-08-01,SUN,solar,9315.42156,thousand megawatthours,2020,8
2020-08-01,NUC,nuclear,68982.187,thousand megawatthours,2020,8
2020-08-01,NG,natural gas,173389.75292,thousand megawatthours,2020,8
2020-08-01,HYC,conventional hydroelectric,23283.5577,thousand megawatthours,2020,8
2020-08-01,COL,"coal, excluding waste coal",90574.82238,thousand megawatthours,2020,8
2020-08-01,ALL,all fuels,398279.69734,thousand megawatthours,2020,8
2020-08-01,WND,wind,23029.3319,thousand megawatthours,2020,8
2020-07-01,ALL,all fuels,409561.69982,thousand megawatthours,2020,7
2020-07-01,WND,wind,22866.19821,thousand megawatthours,2020,7
2020-07-01,SUN,solar,10609.77315,thousand megawatthours,2020,7
2020-07-01,NUC,nuclear,69385.44,thousand megawatthours,2020,7
2020-07-01,NG,natural gas,181259.73547,thousand megawatthours,2020,7
2020-07-01,HYC,conventional hydroelectric,26741.77947,thousand megawatthours,2020,7
2020-07-01,COL,"coal, excluding waste coal",89196.91819,thousand megawatthours,2020,7
2020-06-01,SUN,solar,9654.00577,thousand megawatthours,2020,6
2020-06-01,COL,"coal, excluding waste coal",64950.85175,thousand megawatthours,2020,6
2020-06-01,ALL,all fuels,351744.93031,thousand megawatthours,2020,6
2020-06-01,NUC,nuclear,67205.083,thousand megawatthours,2020,6
2020-06-01,NG,natural gas,142833.3469,thousand megawatthours,2020,6
2020-06-01,HYC,conventional hydroelectric,27999.3837,thousand megawatthours,2020,6
2020-06-01,WND,wind,30212.40523,thousand megawatthours,2020,6
2020-05-01,COL,"coal, excluding waste coal",46175.12917,thousand megawatthours,2020,5
2020-05-01,ALL,all fuels,304593.23748,thousand megawatthours,2020,5
2020-05-01,WND,wind,28377.50536,thousand megawatthours,2020,5
2020-05-01,SUN,solar,9653.40589,thousand megawatthours,2020,5
2020-05-01,NUC,nuclear,64337.97,thousand megawatthours,2020,5
2020-05-01,NG,natural gas,116942.93863,thousand megawatthours,2020,5
2020-05-01,HYC,conventional hydroelectric,29976.16051,thousand megawatthours,2020,5
2020-04-01,ALL,all fuels,279583.26477,thousand megawatthours,2020,4
2020-04-01,WND,wind,29752.22898,thousand megawatthours,2020,4
2020-04-01,SUN,solar,7920.7291,thousand megawatthours,2020,4
2020-04-01,NUC,nuclear,59170.016,thousand megawatthours,2020,4
2020-04-01,NG,natural gas,110300.65012,thousand megawatthours,2020,4
2020-04-01,HYC,conventional hydroelectric,23194.35466,thousand megawatthours,2020,4
2020-04-01,COL,"coal, excluding waste coal",40224.11046,thousand megawatthours,2020,4
2020-03-01,SUN,solar,6349.64464,thousand megawatthours,2020,3
2020-03-01,COL,"coal, excluding waste coal",50281.97733,thousand megawatthours,2020,3
2020-03-01,ALL,all fuels,309586.72327,thousand megawatthours,2020,3
2020-03-01,NUC,nuclear,63997.21,thousand megawatthours,2020,3
2020-03-01,NG,natural gas,125904.68928,thousand megawatthours,2020,3
2020-03-01,HYC,conventional hydroelectric,23823.01748,thousand megawatthours,2020,3
2020-03-01,WND,wind,29319.78293,thousand megawatthours,2020,3
2020-02-01,ALL,all fuels,319550.11366,thousand megawatthours,2020,2
2020-02-01,WND,wind,29110.49454,thousand megawatthours,2020,2
2020-02-01,SUN,solar,5561.4092,thousand megawatthours,2020,2
2020-02-01,NUC,nuclear,65910.574,thousand megawatthours,2020,2
2020-02-01,NG,natural gas,127871.17318,thousand megawatthours,2020,2
2020-02-01,HYC,conventional hydroelectric,25868.06177,thousand megawatthours,2020,2
2020-02-01,COL,"coal, excluding waste coal",55663.70834,thousand megawatthours,2020,2
2020-01-01,COL,"coal, excluding waste coal",64579.55654,thousand megawatthours,2020,1
2020-01-01,ALL,all fuels,341850.20573,thousand megawatthours,2020,1
2020-01-01,WND,wind,28121.41138,thousand megawatthours,2020,1
2020-01-01,SUN,solar,4458.87743,thousand megawatthours,2020,1
2020-01-01,NUC,nuclear,74169.646,thousand megawatthours,2020,1
2020-01-01,NG,natural gas,135916.20216,thousand megawatthours,2020,1
2020-01-01,HYC,conventional hydroelectric,24497.85718,thousand megawatthours,2020,1
2019-12-01,ALL,all fuels,338401.6474,thousand megawatthours,2019,12
2019-12-01,WND,wind,26643.83983,thousand megawatthours,2019,12
2019-12-01,SUN,solar,3453.07527,thousand megawatthours,2019,12
2019-12-01,NUC,nuclear,73073.575,thousand megawatthours,2019,12
2019-12-01,NG,natural gas,131838.91728,thousand megawatthours,2019,12
2019-12-01,HYC,conventional hydroelectric,21478.18136,thousand megawatthours,2019,12
2019-12-01,COL,"coal, excluding waste coal",71967.1684,thousand megawatthours,2019,12
2019-11-01,ALL,all fuels,315849.09204,thousand megawatthours,2019,11
2019-11-01,WND,wind,25184.35888,thousand megawatthours,2019,11
2019-11-01,SUN,solar,4363.99289,thousand megawatthours,2019,11
2019-11-01,NUC,nuclear,64125.425,thousand megawatthours,2019,11
2019-11-01,NG,natural gas,117910.46597,thousand megawatthours,2019,11
2019-11-01,HYC,conventional hydroelectric,20217.59733,thousand megawatthours,2019,11
2019-11-01,COL,"coal, excluding waste coal",74993.52871,thousand megawatthours,2019,11
2019-10-01,HYC,conventional hydroelectric,18305.81291,thousand megawatthours,2019,10
2019-10-01,WND,wind,27624.5193,thousand megawatthours,2019,10
2019-10-01,COL,"coal, excluding waste coal",66306.6797,thousand megawatthours,2019,10
2019-10-01,ALL,all fuels,320351.88482,thousand megawatthours,2019,10
2019-10-01,SUN,solar,6093.46647,thousand megawatthours,2019,10
2019-10-01,NUC,nuclear,62032.622,thousand megawatthours,2019,10
2019-10-01,NG,natural gas,130947.61797,thousand megawatthours,2019,10
2019-09-01,WND,wind,24513.46786,thousand megawatthours,2019,9
2019-09-01,NUC,nuclear,66063.58,thousand megawatthours,2019,9
2019-09-01,NG,natural gas,149697.03128,thousand megawatthours,2019,9
2019-09-01,HYC,conventional hydroelectric,18525.75999,thousand megawatthours,2019,9
2019-09-01,COL,"coal, excluding waste coal",85359.9062,thousand megawatthours,2019,9
2019-09-01,ALL,all fuels,360518.46825,thousand megawatthours,2019,9
2019-09-01,SUN,solar,6817.21992,thousand megawatthours,2019,9
2019-08-01,ALL,all fuels,401429.69356,thousand megawatthours,2019,8
2019-08-01,WND,wind,19978.03073,thousand megawatthours,2019,8
2019-08-01,SUN,solar,7876.55371,thousand megawatthours,2019,8
2019-08-01,NUC,nuclear,71910.684,thousand megawatthours,2019,8
2019-08-01,NG,natural gas,174968.28657,thousand megawatthours,2019,8
2019-08-01,HYC,conventional hydroelectric,22578.66752,thousand megawatthours,2019,8
2019-08-01,COL,"coal, excluding waste coal",93580.18536,thousand megawatthours,2019,8
2019-07-01,COL,"coal, excluding waste coal",100326.47692,thousand megawatthours,2019,7
2019-07-01,ALL,all fuels,410037.81039,thousand megawatthours,2019,7
2019-07-01,WND,wind,22100.72207,thousand megawatthours,2019,7
2019-07-01,SUN,solar,8132.64079,thousand megawatthours,2019,7
2019-07-01,NUC,nuclear,72198.595,thousand megawatthours,2019,7
2019-07-01,NG,natural gas,171954.56399,thousand megawatthours,2019,7
2019-07-01,HYC,conventional hydroelectric,24875.39844,thousand megawatthours,2019,7
2019-06-01,HYC,conventional hydroelectric,28077.76308,thousand megawatthours,2019,6
2019-06-01,WND,wind,22445.97049,thousand megawatthours,2019,6
2019-06-01,COL,"coal, excluding waste coal",77912.87021,thousand megawatthours,2019,6
2019-06-01,ALL,all fuels,352988.0739,thousand megawatthours,2019,6
2019-06-01,SUN,solar,7971.09298,thousand megawatthours,2019,6
2019-06-01,NUC,nuclear,68804.879,thousand megawatthours,2019,6
2019-06-01,NG,natural gas,137836.13768,thousand megawatthours,2019,6
2019-05-01,NG,natural gas,117058.87399,thousand megawatthours,2019,5
2019-05-01,HYC,conventional hydroelectric,31982.04155,thousand megawatthours,2019,5
2019-05-01,COL,"coal, excluding waste coal",71345.26509,thousand megawatthours,2019,5
2019-05-01,ALL,all fuels,330423.04767,thousand megawatthours,2019,5
2019-05-01,WND,wind,25779.38696,thousand megawatthours,2019,5
2019-05-01,SUN,solar,7161.89697,thousand megawatthours,2019,5
2019-05-01,NUC,nuclear,67123.546,thousand megawatthours,2019,5
2019-04-01,HYC,conventional hydroelectric,27820.1768,thousand megawatthours,2019,4
2019-04-01,WND,wind,28915.30603,thousand megawatthours,2019,4
2019-04-01,SUN,solar,6752.27638,thousand megawatthours,2019,4
2019-04-01,COL,"coal, excluding waste coal",59408.20643,thousand megawatthours,2019,4
2019-04-01,ALL,all fuels,296662.56944,thousand megawatthours,2019,4
2019-04-01,NUC,nuclear,60580.927,thousand megawatthours,2019,4
2019-04-01,NG,natural gas,104058.59005,thousand megawatthours,2019,4
2019-03-01,SUN,solar,5898.62563,thousand megawatthours,2019,3
2019-03-01,COL,"coal, excluding waste coal",77590.71029,thousand megawatthours,2019,3
2019-03-01,NUC,nuclear,65079.691,thousand megawatthours,2019,3
2019-03-01,NG,natural gas,115813.10124,thousand megawatthours,2019,3
2019-03-01,HYC,conventional hydroelectric,26333.98533,thousand megawatthours,2019,3
2019-03-01,ALL,all fuels,326657.20759,thousand megawatthours,2019,3
2019-03-01,WND,wind,25772.67842,thousand megawatthours,2019,3
2019-02-01,ALL,all fuels,315026.48424,thousand megawatthours,2019,2
2019-02-01,SUN,solar,3835.77281,thousand megawatthours,2019,2
2019-02-01,NUC,nuclear,64714.894,thousand megawatthours,2019,2
2019-02-01,WND,wind,22622.75342,thousand megawatthours,2019,2
2019-02-01,NG,natural gas,112141.91132,thousand megawatthours,2019,2
2019-02-01,HYC,conventional hydroelectric,22880.53778,thousand megawatthours,2019,2
2019-02-01,COL,"coal, excluding waste coal",79225.0863,thousand megawatthours,2019,2
2019-01-01,COL,"coal, excluding waste coal",100031.77622,thousand megawatthours,2019,1
2019-01-01,ALL,all fuels,359509.23411,thousand megawatthours,2019,1
2019-01-01,WND,wind,24301.4495,thousand megawatthours,2019,1
2019-01-01,SUN,solar,3580.20841,thousand megawatthours,2019,1
2019-01-01,NUC,nuclear,73700.844,thousand megawatthours,2019,1
2019-01-01,NG,natural gas,121588.67631,thousand megawatthours,2019,1
2019-01-01,HYC,conventional hydroelectric,24797.80842,thousand megawatthours,2019,1
2018-12-01,ALL,all fuels,342139.11163,thousand megawatthours,2018,12
2018-12-01,WND,wind,24306.28369,thousand megawatthours,2018,12
2018-12-01,SUN,solar,3109.63979,thousand megawatthours,2018,12
2018-12-01,NUC,nuclear,71657.288,thousand megawatthours,2018,12
2018-12-01,NG,natural gas,109801.97563,thousand megawatthours,2018,12
2018-12-01,HYC,conventional hydroelectric,22797.16131,thousand megawatthours,2018,12
2018-12-01,COL,"coal, excluding waste coal",99465.1141,thousand megawatthours,2018,12
2018-11-01,HYC,conventional hydroelectric,21912.71643,thousand megawatthours,2018,11
2018-11-01,COL,"coal, excluding waste coal",91978.78972,thousand megawatthours,2018,11
2018-11-01,ALL,all fuels,322368.65684,thousand megawatthours,2018,11
2018-11-01,WND,wind,22015.7339,thousand megawatthours,2018,11
2018-11-01,SUN,solar,3742.76491,thousand megawatthours,2018,11
2018-11-01,NUC,nuclear,63954.37,thousand megawatthours,2018,11
2018-11-01,NG,natural gas,108167.63501,thousand megawatthours,2018,11
2018-10-01,ALL,all fuels,324931.94313,thousand megawatthours,2018,10
2018-10-01,WND,wind,21193.89801,thousand megawatthours,2018,10
2018-10-01,SUN,solar,4969.69097,thousand megawatthours,2018,10
2018-10-01,NUC,nuclear,59396.905,thousand megawatthours,2018,10
2018-10-01,NG,natural gas,123142.23947,thousand megawatthours,2018,10
2018-10-01,HYC,conventional hydroelectric,19548.19092,thousand megawatthours,2018,10
2018-10-01,COL,"coal, excluding waste coal",86612.56879,thousand megawatthours,2018,10
2018-09-01,COL,"coal, excluding waste coal",95855.20564,thousand megawatthours,2018,9
2018-09-01,NUC,nuclear,64724.753,thousand megawatthours,2018,9
2018-09-01,NG,natural gas,141785.5277,thousand megawatthours,2018,9
2018-09-01,HYC,conventional hydroelectric,19165.6208,thousand megawatthours,2018,9
2018-09-01,ALL,all fuels,356258.30168,thousand megawatthours,2018,9
2018-09-01,WND,wind,18519.67063,thousand megawatthours,2018,9
2018-09-01,SUN,solar,5960.90148,thousand megawatthours,2018,9
2018-08-01,SUN,solar,6695.40796,thousand megawatthours,2018,8
2018-08-01,NUC,nuclear,72282.467,thousand megawatthours,2018,8
2018-08-01,NG,natural gas,161676.24102,thousand megawatthours,2018,8
2018-08-01,HYC,conventional hydroelectric,22016.90536,thousand megawatthours,2018,8
2018-08-01,COL,"coal, excluding waste coal",114301.41591,thousand megawatthours,2018,8
2018-08-01,ALL,all fuels,408027.7567,thousand megawatthours,2018,8
2018-08-01,WND,wind,19846.43699,thousand megawatthours,2018,8
2018-07-01,ALL,all fuels,411290.31965,thousand megawatthours,2018,7
2018-07-01,NUC,nuclear,72456.009,thousand megawatthours,2018,7
2018-07-01,NG,natural gas,164749.06024,thousand megawatthours,2018,7
2018-07-01,WND,wind,16446.57439,thousand megawatthours,2018,7
2018-07-01,SUN,solar,6754.8758,thousand megawatthours,2018,7
2018-07-01,HYC,conventional hydroelectric,25099.52896,thousand megawatthours,2018,7
2018-07-01,COL,"coal, excluding waste coal",114537.68258,thousand megawatthours,2018,7
2018-06-01,COL,"coal, excluding waste coal",100794.89585,thousand megawatthours,2018,6
2018-06-01,WND,wind,24702.85593,thousand megawatthours,2018,6
2018-06-01,SUN,solar,7414.66701,thousand megawatthours,2018,6
2018-06-01,NUC,nuclear,69687.556,thousand megawatthours,2018,6
2018-06-01,NG,natural gas,130826.39996,thousand megawatthours,2018,6
2018-06-01,ALL,all fuels,371885.76125,thousand megawatthours,2018,6
2018-06-01,HYC,conventional hydroelectric,27597.48847,thousand megawatthours,2018,6
2018-05-01,ALL,all fuels,338947.60558,thousand megawatthours,2018,5
2018-05-01,WND,wind,23953.12766,thousand megawatthours,2018,5
2018-05-01,SUN,solar,6849.01231,thousand megawatthours,2018,5
2018-05-01,NUC,nuclear,67320.248,thousand megawatthours,2018,5
2018-05-01,NG,natural gas,115283.9823,thousand megawatthours,2018,5
2018-05-01,HYC,conventional hydroelectric,30444.28385,thousand megawatthours,2018,5
2018-05-01,COL,"coal, excluding waste coal",84742.64189,thousand megawatthours,2018,5
2018-04-01,WND,wind,26430.85718,thousand megawatthours,2018,4
2018-04-01,ALL,all fuels,300756.44042,thousand megawatthours,2018,4
2018-04-01,HYC,conventional hydroelectric,28115.15452,thousand megawatthours,2018,4
2018-04-01,COL,"coal, excluding waste coal",72796.24939,thousand megawatthours,2018,4
2018-04-01,NUC,nuclear,59133.155,thousand megawatthours,2018,4
2018-04-01,NG,natural gas,98371.08027,thousand megawatthours,2018,4
2018-04-01,SUN,solar,6056.72671,thousand megawatthours,2018,4
2018-03-01,ALL,all fuels,321546.95371,thousand megawatthours,2018,3
2018-03-01,WND,wind,26463.70391,thousand megawatthours,2018,3
2018-03-01,SUN,solar,5056.23832,thousand megawatthours,2018,3
2018-03-01,NUC,nuclear,67032.656,thousand megawatthours,2018,3
2018-03-01,NG,natural gas,106523.77987,thousand megawatthours,2018,3
2018-03-01,HYC,conventional hydroelectric,25860.604,thousand megawatthours,2018,3
2018-03-01,COL,"coal, excluding waste coal",79773.43378,thousand megawatthours,2018,3
2018-02-01,SUN,solar,3896.41408,thousand megawatthours,2018,2
2018-02-01,NUC,nuclear,64790.03,thousand megawatthours,2018,2
2018-02-01,NG,natural gas,98511.85154,thousand megawatthours,2018,2
2018-02-01,HYC,conventional hydroelectric,24902.25758,thousand megawatthours,2018,2
2018-02-01,COL,"coal, excluding waste coal",81296.91236,thousand megawatthours,2018,2
2018-02-01,ALL,all fuels,306894.21345,thousand megawatthours,2018,2
2018-02-01,WND,wind,23189.48924,thousand megawatthours,2018,2
2018-01-01,NG,natural gas,110292.90908,thousand megawatthours,2018,1
2018-01-01,HYC,conventional hydroelectric,25064.07663,thousand megawatthours,2018,1
2018-01-01,COL,"coal, excluding waste coal",118258.05829,thousand megawatthours,2018,1
2018-01-01,ALL,all fuels,373230.27968,thousand megawatthours,2018,1
2018-01-01,WND,wind,25598.8222,thousand megawatthours,2018,1
2018-01-01,SUN,solar,3318.97521,thousand megawatthours,2018,1
2018-01-01,NUC,nuclear,74649.04,thousand megawatthours,2018,1
2017-12-01,ALL,all fuels,350407.86529,thousand megawatthours,2017,12
2017-12-01,HYC,conventional hydroelectric,22247.84164,thousand megawatthours,2017,12
2017-12-01,WND,wind,22200.68098,thousand megawatthours,2017,12
2017-12-01,SUN,solar,3035.00469,thousand megawatthours,2017,12
2017-12-01,NUC,nuclear,73699.572,thousand megawatthours,2017,12
2017-12-01,NG,natural gas,111397.79204,thousand megawatthours,2017,12
2017-12-01,COL,"coal, excluding waste coal",105622.91206,thousand megawatthours,2017,12
2017-11-01,NG,natural gas,94928.34076,thousand megawatthours,2017,11
2017-11-01,WND,wind,22614.8668,thousand megawatthours,2017,11
2017-11-01,SUN,solar,3208.74868,thousand megawatthours,2017,11
2017-11-01,HYC,conventional hydroelectric,19888.33402,thousand megawatthours,2017,11
2017-11-01,COL,"coal, excluding waste coal",90426.12727,thousand megawatthours,2017,11
2017-11-01,ALL,all fuels,308044.71631,thousand megawatthours,2017,11
2017-11-01,NUC,nuclear,66617.853,thousand megawatthours,2017,11
2017-10-01,HYC,conventional hydroelectric,17698.17945,thousand megawatthours,2017,10
2017-10-01,COL,"coal, excluding waste coal",89186.69978,thousand megawatthours,2017,10
2017-10-01,ALL,all fuels,318662.27709,thousand megawatthours,2017,10
2017-10-01,WND,wind,24368.70291,thousand megawatthours,2017,10
2017-10-01,SUN,solar,4649.67321,thousand megawatthours,2017,10
2017-10-01,NUC,nuclear,65994.785,thousand megawatthours,2017,10
2017-10-01,NG,natural gas,106826.27512,thousand megawatthours,2017,10
2017-09-01,ALL,all fuels,335907.98312,thousand megawatthours,2017,9
2017-09-01,WND,wind,17911.77474,thousand megawatthours,2017,9
2017-09-01,NUC,nuclear,68097.918,thousand megawatthours,2017,9
2017-09-01,NG,natural gas,118035.85224,thousand megawatthours,2017,9
2017-09-01,HYC,conventional hydroelectric,19151.75538,thousand megawatthours,2017,9
2017-09-01,COL,"coal, excluding waste coal",97475.44207,thousand megawatthours,2017,9
2017-09-01,SUN,solar,5059.44137,thousand megawatthours,2017,9
2017-08-01,ALL,all fuels,384730.58633,thousand megawatthours,2017,8
2017-08-01,SUN,solar,5368.53677,thousand megawatthours,2017,8
2017-08-01,NUC,nuclear,72384.218,thousand megawatthours,2017,8
2017-08-01,NG,natural gas,141201.1381,thousand megawatthours,2017,8
2017-08-01,WND,wind,13878.84827,thousand megawatthours,2017,8
2017-08-01,HYC,conventional hydroelectric,22033.85574,thousand megawatthours,2017,8
2017-08-01,COL,"coal, excluding waste coal",118678.28975,thousand megawatthours,2017,8
2017-07-01,ALL,all fuels,404424.64581,thousand megawatthours,2017,7
2017-07-01,WND,wind,16119.99604,thousand megawatthours,2017,7
2017-07-01,SUN,solar,5569.10622,thousand megawatthours,2017,7
2017-07-01,NUC,nuclear,71314.219,thousand megawatthours,2017,7
2017-07-01,NG,natural gas,146929.43853,thousand megawatthours,2017,7
2017-07-01,HYC,conventional hydroelectric,26598.24651,thousand megawatthours,2017,7
2017-07-01,COL,"coal, excluding waste coal",126900.30904,thousand megawatthours,2017,7
2017-06-01,ALL,all fuels,358514.31016,thousand megawatthours,2017,6
2017-06-01,WND,wind,20141.74696,thousand megawatthours,2017,6
2017-06-01,SUN,solar,6115.379,thousand megawatthours,2017,6
2017-06-01,COL,"coal, excluding waste coal",106834.34159,thousand megawatthours,2017,6
2017-06-01,HYC,conventional hydroelectric,30575.29559,thousand megawatthours,2017,6
2017-06-01,NUC,nuclear,67010.782,thousand megawatthours,2017,6
2017-06-01,NG,natural gas,117235.70085,thousand megawatthours,2017,6
2017-05-01,ALL,all fuels,323439.21668,thousand megawatthours,2017,5
2017-05-01,WND,wind,23067.63856,thousand megawatthours,2017,5
2017-05-01,SUN,solar,5785.02726,thousand megawatthours,2017,5
2017-05-01,NUC,nuclear,61312.753,thousand megawatthours,2017,5
2017-05-01,NG,natural gas,98019.31124,thousand megawatthours,2017,5
2017-05-01,HYC,conventional hydroelectric,32607.11514,thousand megawatthours,2017,5
2017-05-01,COL,"coal, excluding waste coal",92148.94499,thousand megawatthours,2017,5
2017-04-01,ALL,all fuels,295354.24916,thousand megawatthours,2017,4
2017-04-01,WND,wind,25377.94296,thousand megawatthours,2017,4
2017-04-01,SUN,solar,4906.67802,thousand megawatthours,2017,4
2017-04-01,NUC,nuclear,56743.352,thousand megawatthours,2017,4
2017-04-01,NG,natural gas,88455.10059,thousand megawatthours,2017,4
2017-04-01,HYC,conventional hydroelectric,29409.46563,thousand megawatthours,2017,4
2017-04-01,COL,"coal, excluding waste coal",80806.43996,thousand megawatthours,2017,4
2017-03-01,ALL,all fuels,319328.74211,thousand megawatthours,2017,3
2017-03-01,WND,wind,25730.61672,thousand megawatthours,2017,3
2017-03-01,SUN,solar,4514.08465,thousand megawatthours,2017,3
2017-03-01,NUC,nuclear,65093.2,thousand megawatthours,2017,3
2017-03-01,NG,natural gas,95073.66171,thousand megawatthours,2017,3
2017-03-01,HYC,conventional hydroelectric,29613.19463,thousand megawatthours,2017,3
2017-03-01,COL,"coal, excluding waste coal",88508.23255,thousand megawatthours,2017,3
2017-02-01,ALL,all fuels,291043.31412,thousand megawatthours,2017,2
2017-02-01,WND,wind,22091.10927,thousand megawatthours,2017,2
2017-02-01,SUN,solar,2751.19905,thousand megawatthours,2017,2
2017-02-01,NUC,nuclear,63560.371,thousand megawatthours,2017,2
2017-02-01,NG,natural gas,82767.65084,thousand megawatthours,2017,2
2017-02-01,HYC,conventional hydroelectric,23881.76459,thousand megawatthours,2017,2
2017-02-01,COL,"coal, excluding waste coal",86012.09103,thousand megawatthours,2017,2
2017-01-01,ALL,all fuels,344324.95166,thousand megawatthours,2017,1
2017-01-01,NUC,nuclear,73120.612,thousand megawatthours,2017,1
2017-01-01,NG,natural gas,95572.22908,thousand megawatthours,2017,1
2017-01-01,HYC,conventional hydroelectric,26627.88134,thousand megawatthours,2017,1
2017-01-01,WND,wind,20798.77101,thousand megawatthours,2017,1
2017-01-01,SUN,solar,2323.98616,thousand megawatthours,2017,1
2017-01-01,COL,"coal, excluding waste coal",114419.3442,thousand megawatthours,2017,1
2016-12-01,HYC,conventional hydroelectric,22527.76456,thousand megawatthours,2016,12
2016-12-01,WND,wind,23145.52474,thousand megawatthours,2016,12
2016-12-01,SUN,solar,2423.52344,thousand megawatthours,2016,12
2016-12-01,COL,"coal, excluding waste coal",117846.26068,thousand megawatthours,2016,12
2016-12-01,ALL,all fuels,345336.87453,thousand megawatthours,2016,12
2016-12-01,NUC,nuclear,71662.429,thousand megawatthours,2016,12
2016-12-01,NG,natural gas,96363.59628,thousand megawatthours,2016,12
2016-11-01,ALL,all fuels,297056.26276,thousand megawatthours,2016,11
2016-11-01,WND,wind,19405.64211,thousand megawatthours,2016,11
2016-11-01,HYC,conventional hydroelectric,18808.26528,thousand megawatthours,2016,11
2016-11-01,NUC,nuclear,65178.776,thousand megawatthours,2016,11
2016-11-01,NG,natural gas,93941.8345,thousand megawatthours,2016,11
2016-11-01,SUN,solar,2767.14449,thousand megawatthours,2016,11
2016-11-01,COL,"coal, excluding waste coal",86361.28292,thousand megawatthours,2016,11
2016-10-01,ALL,all fuels,312939.72788,thousand megawatthours,2016,10
2016-10-01,HYC,conventional hydroelectric,17338.85654,thousand megawatthours,2016,10
2016-10-01,NUC,nuclear,60733.343,thousand megawatthours,2016,10
2016-10-01,NG,natural gas,102897.98607,thousand megawatthours,2016,10
2016-10-01,WND,wind,20335.38978,thousand megawatthours,2016,10
2016-10-01,SUN,solar,3191.22418,thousand megawatthours,2016,10
2016-10-01,COL,"coal, excluding waste coal",98768.62261,thousand megawatthours,2016,10
2016-09-01,ALL,all fuels,351479.33284,thousand megawatthours,2016,9
2016-09-01,WND,wind,16403.64017,thousand megawatthours,2016,9
2016-09-01,SUN,solar,3635.06928,thousand megawatthours,2016,9
2016-09-01,NUC,nuclear,65448.176,thousand megawatthours,2016,9
2016-09-01,NG,natural gas,125602.73981,thousand megawatthours,2016,9
2016-09-01,HYC,conventional hydroelectric,16367.68403,thousand megawatthours,2016,9
2016-09-01,COL,"coal, excluding waste coal",113444.75693,thousand megawatthours,2016,9
2016-08-01,COL,"coal, excluding waste coal",134643.01788,thousand megawatthours,2016,8
2016-08-01,NUC,nuclear,71526.405,thousand megawatthours,2016,8
2016-08-01,NG,natural gas,154759.67321,thousand megawatthours,2016,8
2016-08-01,WND,wind,13589.32615,thousand megawatthours,2016,8
2016-08-01,SUN,solar,3969.18623,thousand megawatthours,2016,8
2016-08-01,HYC,conventional hydroelectric,19569.54914,thousand megawatthours,2016,8
2016-08-01,ALL,all fuels,409695.03402,thousand megawatthours,2016,8
2016-07-01,HYC,conventional hydroelectric,21455.32093,thousand megawatthours,2016,7
2016-07-01,COL,"coal, excluding waste coal",135333.89283,thousand megawatthours,2016,7
2016-07-01,ALL,all fuels,411881.0731,thousand megawatthours,2016,7
2016-07-01,WND,wind,17618.35712,thousand megawatthours,2016,7
2016-07-01,SUN,solar,3944.79289,thousand megawatthours,2016,7
2016-07-01,NUC,nuclear,70349.347,thousand megawatthours,2016,7
2016-07-01,NG,natural gas,151553.87196,thousand megawatthours,2016,7
2016-06-01,HYC,conventional hydroelectric,23236.86739,thousand megawatthours,2016,6
2016-06-01,COL,"coal, excluding waste coal",115271.87955,thousand megawatthours,2016,6
2016-06-01,ALL,all fuels,367775.77376,thousand megawatthours,2016,6
